factuurnummer,klantnummer,factuurdatum,bedrag_incl_btw,journaal_id,businesslijn,transactienummer
PR002952,C10021,2016-03-31,1210,71,Verkoopboek projecten,15796
PR002953,C10022,2016-03-31,1306.8,71,Verkoopboek projecten,15797
PR002954,C10025,2016-03-31,1210,71,Verkoopboek projecten,15798
PR002955,C10026,2016-03-31,968,71,Verkoopboek projecten,15799
PR002956,C10028,2016-03-31,2510.02,71,Verkoopboek projecten,15800
PR002957,C10029,2016-03-31,968,71,Verkoopboek projecten,15801
PR002958,C10030,2016-03-31,3968.8,71,Verkoopboek projecten,15802
PR002959,C10031,2016-03-31,3090.82,71,Verkoopboek projecten,15803
PR002960,C10033,2016-03-31,2510.02,71,Verkoopboek projecten,15804
PR002961,C10036,2016-03-31,968,71,Verkoopboek projecten,15805
PR002962,C10042,2016-03-31,1058.02,71,Verkoopboek projecten,15806
PR002963,C10046,2016-03-31,2274.8,71,Verkoopboek projecten,15807
PR002964,C10048,2016-03-31,1210,71,Verkoopboek projecten,15808
PR002965,C10049,2016-03-31,968,71,Verkoopboek projecten,15809
PR002966,C10051,2016-03-31,1306.8,71,Verkoopboek projecten,15810
PR002967,C10053,2016-03-31,1210,71,Verkoopboek projecten,15811
PR002968,C10054,2016-03-31,2994.02,71,Verkoopboek projecten,15812
PR002969,C10056,2016-03-31,2178,71,Verkoopboek projecten,15813
PR002970,C10057,2016-03-31,2510.02,71,Verkoopboek projecten,15814
PR002971,C10059,2016-03-31,2274.8,71,Verkoopboek projecten,15815
PR002972,C10061,2016-03-31,968,71,Verkoopboek projecten,15816
PR002973,C10063,2016-03-31,2420,71,Verkoopboek projecten,15817
PR002974,C10005,2016-03-31,1064.8,71,Verkoopboek projecten,15818
PR002975,C10072,2016-03-31,1210,71,Verkoopboek projecten,15819
PR002976,C10076,2016-03-31,1064.8,71,Verkoopboek projecten,15820
PR002977,C10084,2016-03-31,1452,71,Verkoopboek projecten,15821
PR002978,C10085,2016-03-31,2516.8,71,Verkoopboek projecten,15822
PR002979,C10086,2016-03-31,968,71,Verkoopboek projecten,15823
PR002980,C10088,2016-03-31,3823.6,71,Verkoopboek projecten,15824
PR002981,C10092,2016-03-31,2516.8,71,Verkoopboek projecten,15825
PR002982,C10093,2016-03-31,968,71,Verkoopboek projecten,15826
PR002983,C10100,2016-03-31,3429.62,71,Verkoopboek projecten,15827
PR002984,C10101,2016-03-31,1306.8,71,Verkoopboek projecten,15828
PR002985,C10104,2016-03-31,1210,71,Verkoopboek projecten,15829
PR002986,C10107,2016-03-31,1058.02,71,Verkoopboek projecten,15830
PR002987,C10109,2016-03-31,2420,71,Verkoopboek projecten,15831
PR002988,C10113,2016-03-31,1210,71,Verkoopboek projecten,15832
PR002989,C10114,2016-03-31,1064.8,71,Verkoopboek projecten,15833
PR002990,C10115,2016-03-31,1452,71,Verkoopboek projecten,15834
PR002991,C10117,2016-03-31,1452,71,Verkoopboek projecten,15835
PR002992,C10137,2016-03-31,2122.82,71,Verkoopboek projecten,15836
PR002993,C10138,2016-03-31,2662,71,Verkoopboek projecten,15837
PR002994,C10139,2016-03-31,968,71,Verkoopboek projecten,15838
PR002995,C10140,2016-03-31,4114,71,Verkoopboek projecten,15839
PR002996,C10144,2016-03-31,2613.6,71,Verkoopboek projecten,15840
PR002997,C10145,2016-03-31,968,71,Verkoopboek projecten,15841
PR002998,C10146,2016-03-31,968,71,Verkoopboek projecten,15842
PR002999,C10157,2016-03-31,1306.8,71,Verkoopboek projecten,15843
PR003000,C10159,2016-03-31,2032.8,71,Verkoopboek projecten,15844
PR003001,C10169,2016-03-31,3236.02,71,Verkoopboek projecten,15845
PR003002,C10170,2016-03-31,1064.8,71,Verkoopboek projecten,15846
PR003003,C10024,2016-04-15,2032.8,71,Verkoopboek projecten,16502
PR003004,C10068,2016-04-15,2299,71,Verkoopboek projecten,16503
PR003005,C10186,2016-04-15,4688.02,71,Verkoopboek projecten,16504
PR003006,C10185,2016-04-15,5614.4,71,Verkoopboek projecten,16505
PR003007,C10006,2016-04-15,6009.34,71,Verkoopboek projecten,16506
PR003008,C10007,2016-04-15,3726.8,71,Verkoopboek projecten,16507
PR003009,C10008,2016-04-15,3332.82,71,Verkoopboek projecten,16508
PR003010,C10009,2016-04-15,4307.6,71,Verkoopboek projecten,16509
PR003011,C10010,2016-04-15,968,71,Verkoopboek projecten,16510
PR003012,C10011,2016-04-15,3281.52,71,Verkoopboek projecten,16511
PR003013,C10012,2016-04-15,1064.8,71,Verkoopboek projecten,16512
PR003014,C10013,2016-04-15,6485.6,71,Verkoopboek projecten,16513
PR003015,C10014,2016-04-15,2420,71,Verkoopboek projecten,16514
PR003016,C10015,2016-04-15,1306.8,71,Verkoopboek projecten,16515
PR003017,C10017,2016-04-15,5082,71,Verkoopboek projecten,16516
PR003018,C10018,2016-04-15,2268.02,71,Verkoopboek projecten,16517
PR003019,C10019,2016-04-15,1064.8,71,Verkoopboek projecten,16518
PR003020,C10021,2016-04-15,2032.8,71,Verkoopboek projecten,16519
PR003021,C10022,2016-04-15,2032.8,71,Verkoopboek projecten,16520
PR003022,C10023,2016-04-15,5091.68,71,Verkoopboek projecten,16521
PR003023,C10025,2016-04-15,6001.6,71,Verkoopboek projecten,16522
PR003024,C10026,2016-04-15,968,71,Verkoopboek projecten,16523
PR003025,C10027,2016-04-15,1815,71,Verkoopboek projecten,16524
PR003026,C10028,2016-04-15,6146.8,71,Verkoopboek projecten,16525
PR003027,C10029,2016-04-15,4491.52,71,Verkoopboek projecten,16526
PR003028,C10030,2016-04-15,7477.8,71,Verkoopboek projecten,16527
PR003029,C10033,2016-04-15,3354.12,71,Verkoopboek projecten,16528
PR003030,C10034,2016-04-15,5355.94,71,Verkoopboek projecten,16529
PR003031,C10035,2016-04-15,1176.12,71,Verkoopboek projecten,16530
PR003032,C10036,2016-04-15,2662,71,Verkoopboek projecten,16531
PR003033,C10037,2016-04-15,7294.85,71,Verkoopboek projecten,16532
PR003034,C10038,2016-04-15,2662,71,Verkoopboek projecten,16533
PR003035,C10040,2016-04-15,3126.64,71,Verkoopboek projecten,16534
PR003036,C10041,2016-04-15,3388,71,Verkoopboek projecten,16536
PR003037,C10042,2016-04-15,3242.8,71,Verkoopboek projecten,16537
PR003038,C10044,2016-04-15,1058.02,71,Verkoopboek projecten,16538
PR003039,C10045,2016-04-15,1064.8,71,Verkoopboek projecten,16539
PR003040,C10046,2016-04-15,4452.8,71,Verkoopboek projecten,16540
PR003041,C10047,2016-04-15,3962.02,71,Verkoopboek projecten,16541
PR003042,C10048,2016-04-15,4791.6,71,Verkoopboek projecten,16542
PR003043,C10003,2016-04-15,2032.8,71,Verkoopboek projecten,16543
PR003044,C10051,2016-04-15,3872,71,Verkoopboek projecten,16544
PR003045,C10053,2016-04-15,2952.4,71,Verkoopboek projecten,16545
PR003046,C10054,2016-04-15,2047.32,71,Verkoopboek projecten,16546
PR003047,C10055,2016-04-15,3484.8,71,Verkoopboek projecten,16547
PR003048,C10056,2016-04-15,2371.6,71,Verkoopboek projecten,16548
PR003049,C10057,2016-04-15,2371.6,71,Verkoopboek projecten,16549
PR003050,C10058,2016-04-15,3339.6,71,Verkoopboek projecten,16550
PR003051,C10061,2016-04-15,6025.8,71,Verkoopboek projecten,16551
PR003052,C10063,2016-04-15,1742.4,71,Verkoopboek projecten,16552
PR003053,C10064,2016-04-15,1452,71,Verkoopboek projecten,16553
PR003054,C10005,2016-04-15,3581.6,71,Verkoopboek projecten,16554
PR003055,C10069,2016-04-15,1210,71,Verkoopboek projecten,16555
PR003056,C10070,2016-04-15,1452,71,Verkoopboek projecten,16556
PR003057,C10072,2016-04-15,968,71,Verkoopboek projecten,16557
PR003058,C10079,2016-04-15,1058.02,71,Verkoopboek projecten,16558
PR003059,C10082,2016-04-15,1306.8,71,Verkoopboek projecten,16559
PR003060,C10084,2016-04-15,6146.8,71,Verkoopboek projecten,16560
PR003061,C10085,2016-04-15,1694,71,Verkoopboek projecten,16561
PR003062,C10088,2016-04-15,3242.8,71,Verkoopboek projecten,16562
PR003063,C10089,2016-04-15,3484.8,71,Verkoopboek projecten,16563
PR003064,C10090,2016-04-15,2260.28,71,Verkoopboek projecten,16564
PR003065,C10092,2016-04-15,968,71,Verkoopboek projecten,16565
PR003066,C10093,2016-04-15,3620.32,71,Verkoopboek projecten,16566
PR003067,C10094,2016-04-15,6417.84,71,Verkoopboek projecten,16567
PR003068,C10096,2016-04-15,3136.32,71,Verkoopboek projecten,16568
PR003069,C10100,2016-04-15,1452,71,Verkoopboek projecten,16569
PR003070,C10101,2016-04-15,3726.8,71,Verkoopboek projecten,16570
PR003071,C10104,2016-04-15,1089,71,Verkoopboek projecten,16571
PR003072,C10107,2016-04-15,1306.8,71,Verkoopboek projecten,16572
PR003073,C10109,2016-04-15,4912.6,71,Verkoopboek projecten,16573
PR003074,C10111,2016-04-15,6098.4,71,Verkoopboek projecten,16575
PR003075,C10113,2016-04-15,3049.2,71,Verkoopboek projecten,16576
PR003076,C10114,2016-04-15,3450.92,71,Verkoopboek projecten,16577
PR003077,C10115,2016-04-15,3823.6,71,Verkoopboek projecten,16578
PR003078,C10117,2016-04-15,9863.92,71,Verkoopboek projecten,16579
PR003079,C10119,2016-04-15,3630,71,Verkoopboek projecten,16580
PR003080,C10122,2016-04-15,6727.6,71,Verkoopboek projecten,16581
PR003081,C10124,2016-04-15,4936.8,71,Verkoopboek projecten,16582
PR003082,C10126,2016-04-15,2516.8,71,Verkoopboek projecten,16583
PR003083,C10131,2016-04-15,3332.82,71,Verkoopboek projecten,16584
PR003084,C10134,2016-04-15,3339.6,71,Verkoopboek projecten,16585
PR003085,C10136,2016-04-15,958.32,71,Verkoopboek projecten,16586
PR003086,C10137,2016-04-15,2144.12,71,Verkoopboek projecten,16587
PR003087,C10138,2016-04-15,3339.6,71,Verkoopboek projecten,16588
PR003088,C10139,2016-04-15,3184.72,71,Verkoopboek projecten,16589
PR003089,C10140,2016-04-15,2090.88,71,Verkoopboek projecten,16590
PR003090,C10144,2016-04-15,3339.6,71,Verkoopboek projecten,16591
PR003091,C10145,2016-04-15,1306.8,71,Verkoopboek projecten,16592
PR003092,C10146,2016-04-15,2347.4,71,Verkoopboek projecten,16593
PR003093,C10148,2016-04-15,3484.8,71,Verkoopboek projecten,16594
PR003094,C10150,2016-04-15,41.14,71,Verkoopboek projecten,16595
PR003095,C10153,2016-04-15,2710.4,71,Verkoopboek projecten,16597
PR003096,C10155,2016-04-15,3412.2,71,Verkoopboek projecten,16598
PR003097,C10157,2016-04-15,2420,71,Verkoopboek projecten,16599
PR003098,C10158,2016-04-15,3339.6,71,Verkoopboek projecten,16600
PR003099,C10159,2016-04-15,4936.8,71,Verkoopboek projecten,16601
PR003100,C10170,2016-04-15,3363.8,71,Verkoopboek projecten,16602
PR003101,C10050,2016-04-29,5504.05,71,Verkoopboek projecten,16603
PR003102,C10068,2016-04-29,1210,71,Verkoopboek projecten,16604
PR003103,C10186,2016-04-29,3339.6,71,Verkoopboek projecten,16605
PR003104,C10185,2016-04-29,958.32,71,Verkoopboek projecten,16606
PR003105,C10006,2016-04-29,1064.8,71,Verkoopboek projecten,16607
PR003106,C10007,2016-04-29,1064.8,71,Verkoopboek projecten,16608
PR003107,C10008,2016-04-29,1306.8,71,Verkoopboek projecten,16609
PR003108,C10009,2016-04-29,968,71,Verkoopboek projecten,16610
PR003109,C10010,2016-04-29,3775.2,71,Verkoopboek projecten,16611
PR003110,C10011,2016-04-29,1210,71,Verkoopboek projecten,16612
PR003111,C10012,2016-04-29,1306.8,71,Verkoopboek projecten,16613
PR003112,C10013,2016-04-29,4404.4,71,Verkoopboek projecten,16614
PR003113,C10014,2016-04-29,2274.8,71,Verkoopboek projecten,16615
PR003114,C10015,2016-04-29,2516.8,71,Verkoopboek projecten,16616
PR003115,C10016,2016-04-29,1848.88,71,Verkoopboek projecten,16617
PR003116,C10017,2016-04-29,1452,71,Verkoopboek projecten,16618
PR003117,C10018,2016-04-29,2410.32,71,Verkoopboek projecten,16619
PR003118,C10019,2016-04-29,1452,71,Verkoopboek projecten,16620
PR003119,C10022,2016-04-29,2652.32,71,Verkoopboek projecten,16621
PR003120,C10023,2016-04-29,3363.8,71,Verkoopboek projecten,16622
PR003121,C10025,2016-04-29,2129.6,71,Verkoopboek projecten,16623
PR003122,C10026,2016-04-29,387.2,71,Verkoopboek projecten,16624
PR003123,C10028,2016-04-29,3823.6,71,Verkoopboek projecten,16625
PR003124,C10030,2016-04-29,4791.6,71,Verkoopboek projecten,16626
PR003125,C10031,2016-04-29,2613.6,71,Verkoopboek projecten,16627
PR003126,C10033,2016-04-29,4452.8,71,Verkoopboek projecten,16628
PR003127,C10034,2016-04-29,968,71,Verkoopboek projecten,16629
PR003128,C10035,2016-04-29,2274.8,71,Verkoopboek projecten,16630
PR003129,C10036,2016-04-29,4632.85,71,Verkoopboek projecten,16631
PR003130,C10037,2016-04-29,1064.8,71,Verkoopboek projecten,16632
PR003131,C10038,2016-04-29,3388,71,Verkoopboek projecten,16633
PR003132,C10039,2016-04-29,3090.82,71,Verkoopboek projecten,16634
PR003133,C10040,2016-04-29,968,71,Verkoopboek projecten,16635
PR003134,C10041,2016-04-29,3968.8,71,Verkoopboek projecten,16636
PR003135,C10042,2016-04-29,6485.6,71,Verkoopboek projecten,16637
PR003136,C10043,2016-04-29,2274.8,71,Verkoopboek projecten,16638
PR003137,C10046,2016-04-29,1694,71,Verkoopboek projecten,16639
PR003138,C10047,2016-04-29,2371.6,71,Verkoopboek projecten,16640
PR003139,C10048,2016-04-29,968,71,Verkoopboek projecten,16641
PR003140,C10049,2016-04-29,968,71,Verkoopboek projecten,16642
PR003141,C10003,2016-04-29,1064.8,71,Verkoopboek projecten,16643
PR003142,C10051,2016-04-29,3823.6,71,Verkoopboek projecten,16644
PR003143,C10053,2016-04-29,2371.6,71,Verkoopboek projecten,16645
PR003144,C10054,2016-04-29,1306.8,71,Verkoopboek projecten,16646
PR003145,C10055,2016-04-29,1306.8,71,Verkoopboek projecten,16647
PR003146,C10056,2016-04-29,2178,71,Verkoopboek projecten,16648
PR003147,C10057,2016-04-29,1089,71,Verkoopboek projecten,16649
PR003148,C10058,2016-04-29,2516.8,71,Verkoopboek projecten,16650
PR003149,C10059,2016-04-29,4065.6,71,Verkoopboek projecten,16651
PR003150,C10061,2016-04-29,2274.8,71,Verkoopboek projecten,16652
PR003151,C10063,2016-04-29,5333.68,71,Verkoopboek projecten,16653
PR003152,C10064,2016-04-29,4694.8,71,Verkoopboek projecten,16654
PR003153,C10005,2016-04-29,4743.2,71,Verkoopboek projecten,16655
PR003154,C10069,2016-04-29,822.8,71,Verkoopboek projecten,16656
PR003155,C10070,2016-04-29,2952.4,71,Verkoopboek projecten,16657
PR003156,C10072,2016-04-29,2904,71,Verkoopboek projecten,16658
PR003157,C10084,2016-04-29,3542.88,71,Verkoopboek projecten,16659
PR003158,C10086,2016-04-29,2420,71,Verkoopboek projecten,16660
PR003159,C10087,2016-04-29,5517.6,71,Verkoopboek projecten,16661
PR003160,C10088,2016-04-29,1452,71,Verkoopboek projecten,16662
PR003161,C10089,2016-04-29,5604.72,71,Verkoopboek projecten,16663
PR003162,C10092,2016-04-29,2240.92,71,Verkoopboek projecten,16664
PR003163,C10093,2016-04-29,3378.32,71,Verkoopboek projecten,16665
PR003164,C10096,2016-04-29,1064.8,71,Verkoopboek projecten,16666
PR003165,C10100,2016-04-29,6485.6,71,Verkoopboek projecten,16667
PR003166,C10101,2016-04-29,4815.8,71,Verkoopboek projecten,16668
PR003167,C10104,2016-04-29,1452,71,Verkoopboek projecten,16669
PR003168,C10107,2016-04-29,6050,71,Verkoopboek projecten,16670
PR003169,C10109,2016-04-29,2122.82,71,Verkoopboek projecten,16671
PR003170,C10111,2016-04-29,2240.92,71,Verkoopboek projecten,16672
PR003171,C10113,2016-04-29,2352.24,71,Verkoopboek projecten,16673
PR003172,C10114,2016-04-29,2178,71,Verkoopboek projecten,16674
PR003173,C10115,2016-04-29,968,71,Verkoopboek projecten,16675
PR003174,C10116,2016-04-29,1694,71,Verkoopboek projecten,16676
PR003175,C10117,2016-04-29,3581.6,71,Verkoopboek projecten,16677
PR003176,C10119,2016-04-29,1887.6,71,Verkoopboek projecten,16678
PR003177,C10122,2016-04-29,2904,71,Verkoopboek projecten,16679
PR003178,C10124,2016-04-29,968,71,Verkoopboek projecten,16680
PR003179,C10126,2016-04-29,2516.8,71,Verkoopboek projecten,16681
PR003180,C10131,2016-04-29,4757.72,71,Verkoopboek projecten,16682
PR003181,C10134,2016-04-29,3726.8,71,Verkoopboek projecten,16683
PR003182,C10136,2016-04-29,4539.92,71,Verkoopboek projecten,16684
PR003183,C10137,2016-04-29,3581.6,71,Verkoopboek projecten,16685
PR003184,C10138,2016-04-29,3323.14,71,Verkoopboek projecten,16686
PR003185,C10139,2016-04-29,2758.8,71,Verkoopboek projecten,16687
PR003186,C10140,2016-04-29,1306.8,71,Verkoopboek projecten,16688
PR003187,C10144,2016-04-29,3326.05,71,Verkoopboek projecten,16689
PR003188,C10145,2016-04-29,1452,71,Verkoopboek projecten,16690
PR003189,C10148,2016-04-29,2032.8,71,Verkoopboek projecten,16691
PR003190,C10153,2016-04-29,5033.6,71,Verkoopboek projecten,16692
PR003191,C10155,2016-04-29,1452,71,Verkoopboek projecten,16693
PR003192,C10157,2016-04-29,2821.72,71,Verkoopboek projecten,16694
PR003193,C10158,2016-04-29,1210,71,Verkoopboek projecten,16695
PR003194,C10159,2016-04-29,1611.72,71,Verkoopboek projecten,16696
PR003195,C10169,2016-04-29,2845.92,71,Verkoopboek projecten,16697
PR003196,C10170,2016-04-29,3775.2,71,Verkoopboek projecten,16698
PR003197,C10024,2016-05-13,1016.4,71,Verkoopboek projecten,17223
PR003198,C10050,2016-05-13,7802.08,71,Verkoopboek projecten,17224
PR003199,C10068,2016-05-13,3968.8,71,Verkoopboek projecten,17225
PR003200,C10186,2016-05-13,7204.82,71,Verkoopboek projecten,17226
PR003201,C10185,2016-05-13,4132.39,71,Verkoopboek projecten,17227
PR003202,C10006,2016-05-13,3378.32,71,Verkoopboek projecten,17228
PR003203,C10007,2016-05-13,3509,71,Verkoopboek projecten,17229
PR003204,C10008,2016-05-13,1452,71,Verkoopboek projecten,17230
PR003205,C10009,2016-05-13,2274.8,71,Verkoopboek projecten,17231
PR003206,C10010,2016-05-13,1452,71,Verkoopboek projecten,17232
PR003207,C10011,2016-05-13,1500.4,71,Verkoopboek projecten,17233
PR003208,C10012,2016-05-13,1306.8,71,Verkoopboek projecten,17234
PR003209,C10013,2016-05-13,5130.4,71,Verkoopboek projecten,17235
PR003210,C10014,2016-05-13,1064.8,71,Verkoopboek projecten,17236
PR003211,C10015,2016-05-13,5033.6,71,Verkoopboek projecten,17237
PR003212,C10016,2016-05-13,3294.1,71,Verkoopboek projecten,17238
PR003213,C10017,2016-05-13,3146,71,Verkoopboek projecten,17239
PR003214,C10018,2016-05-13,3388,71,Verkoopboek projecten,17240
PR003215,C10019,2016-05-13,4436.34,71,Verkoopboek projecten,17241
PR003216,C10021,2016-05-13,3726.8,71,Verkoopboek projecten,17242
PR003217,C10022,2016-05-13,7875.65,71,Verkoopboek projecten,17243
PR003218,C10023,2016-05-13,4358.9,71,Verkoopboek projecten,17244
PR003219,C10025,2016-05-13,1210,71,Verkoopboek projecten,17245
PR003220,C10026,2016-05-13,2516.8,71,Verkoopboek projecten,17246
PR003221,C10027,2016-05-13,6084.85,71,Verkoopboek projecten,17247
PR003222,C10028,2016-05-13,3959.12,71,Verkoopboek projecten,17248
PR003223,C10029,2016-05-13,2129.6,71,Verkoopboek projecten,17249
PR003224,C10030,2016-05-13,3574.82,71,Verkoopboek projecten,17250
PR003225,C10031,2016-05-13,2364.82,71,Verkoopboek projecten,17251
PR003226,C10033,2016-05-13,1306.8,71,Verkoopboek projecten,17252
PR003227,C10034,2016-05-13,2516.8,71,Verkoopboek projecten,17253
PR003228,C10035,2016-05-13,6655,71,Verkoopboek projecten,17254
PR003229,C10036,2016-05-13,7543.62,71,Verkoopboek projecten,17255
PR003230,C10037,2016-05-13,1306.8,71,Verkoopboek projecten,17256
PR003231,C10038,2016-05-13,1058.02,71,Verkoopboek projecten,17257
PR003232,C10039,2016-05-13,2299,71,Verkoopboek projecten,17258
PR003233,C10040,2016-05-13,2420,71,Verkoopboek projecten,17259
PR003234,C10041,2016-05-13,6243.6,71,Verkoopboek projecten,17260
PR003235,C10042,2016-05-13,4210.8,71,Verkoopboek projecten,17261
PR003236,C10044,2016-05-13,4688.02,71,Verkoopboek projecten,17262
PR003237,C10045,2016-05-13,2032.8,71,Verkoopboek projecten,17263
PR003238,C10046,2016-05-13,1306.8,71,Verkoopboek projecten,17264
PR003239,C10047,2016-05-13,968,71,Verkoopboek projecten,17265
PR003240,C10048,2016-05-13,968,71,Verkoopboek projecten,17266
PR003241,C10049,2016-05-13,958.32,71,Verkoopboek projecten,17267
PR003242,C10003,2016-05-13,2516.8,71,Verkoopboek projecten,17268
PR003243,C10053,2016-05-13,2178,71,Verkoopboek projecten,17269
PR003244,C10054,2016-05-13,6306.52,71,Verkoopboek projecten,17270
PR003245,C10055,2016-05-13,2274.8,71,Verkoopboek projecten,17271
PR003246,C10056,2016-05-13,3630,71,Verkoopboek projecten,17272
PR003247,C10057,2016-05-13,6287.64,71,Verkoopboek projecten,17273
PR003248,C10059,2016-05-13,4660.92,71,Verkoopboek projecten,17275
PR003249,C10061,2016-05-13,2178,71,Verkoopboek projecten,17276
PR003250,C10063,2016-05-13,1058.02,71,Verkoopboek projecten,17277
PR003251,C10064,2016-05-13,1936,71,Verkoopboek projecten,17278
PR003252,C10005,2016-05-13,1711.42,71,Verkoopboek projecten,17279
